date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-16 23:59:08,B_McGee92,,1,0,1,"I love how the left was silent as @BilldeBlasio ordered nursing homes to accept elderly patients that had contracted COVID-19, issuing them a death sentence. But we’re going to attack Greg Abbott for trying to stimulate the Texas economy. Makes sense.",,@BilldeBlasio,,1273042457182306307,https://twitter.com/B_McGee92/status/1273042457182306307
2020-06-16 23:58:52,justrying4,,0,0,0,"Texas reports new record for daily Covid-19 cases But republicans tell us COVID is over. Idiots #COVIDIDIOTS #COVID__19 @COVID19Tracking",,@COVID19Tracking,#COVIDIDIOTS #COVID__19,1273042392107499520,https://twitter.com/justrying4/status/1273042392107499520
2020-06-16 23:58:42,InAMadWorld111,vickiclark123,0,1,1,"#ScamDemic As of this date, the provisional ""COVID"" death rate in Texas, per the CDC numbers, is LESS than 0.030% and we all know they have inflated the numbers from day one. There is NO PANDEMIC. #HellNoToMasks",,,#ScamDemic #HellNoToMasks,1273042348428181505,https://twitter.com/InAMadWorld111/status/1273042348428181505
2020-06-16 23:58:24,cbs11jack,,0,1,0,"#NEW @GovAbbott says despite rising Covid-19 cases in #Texas, the state has an “abundant” number of hospital beds. We took a look at the number of hospital beds available in the N. Texas region. https://cbsloc.al/2C5PUdA @CBSDFW",,@GovAbbott @CBSDFW,#NEW #Texas,1273042273446572032,https://twitter.com/cbs11jack/status/1273042273446572032
2020-06-16 23:57:23,Davey3482,SedCharic,0,0,2,"Texas is pretty #1 on the guilt train - their 'unknown' coding and excess deaths certainly don't reflect their 'lower' covid numbers",,,,1273042016675520513,https://twitter.com/Davey3482/status/1273042016675520513
2020-06-16 23:57:11,devlyn_angel,,2,2,5,"If Texas were a country, it would have the highest maternal mortality rate in the developed world and would be on a par with Mexico or Turkey. 2,326 lab-confirmed COVID-19 patients who are currently in Texas hospitals, bypassing the previous record high on Sunday of 2,287. Cont",,,,1273041967920922625,https://twitter.com/devlyn_angel/status/1273041967920922625
2020-06-16 23:57:08,twistedmic24,aamiraltaf71,1,0,1,"Gee, I wonder WHY people in Texas aren’t taking precautions. I wonder WHY they’re acting like covid is over. I wonder WHY they think it’s okay to pack into bars and party on beaches. Abbott talks seriously about covid NOW? After being up Trump’s butt while he downplays the virus?",,,,1273041954335571970,https://twitter.com/twistedmic24/status/1273041954335571970
2020-06-16 23:57:02,TexasTribune,,175,1428,1329,"1/ For the fifth day in a row, Texas has reported record high coronavirus hospitalizations. As the state continues to reopen, Texas has seen a recent surge in the number of new COVID-19 cases. https://bit.ly/2YJoZfk",,,,1273041929429815296,https://twitter.com/TexasTribune/status/1273041929429815296
2020-06-16 23:56:59,bernamaradio,,0,1,1,"#globalbuzz U.S. Texas Governor Greg Abbott urged people to take the #COVID-19 pandemic seriously as the state's confirmed cases and hospitalization spiked in the past days ",,,#globalbuzz #COVID,1273041914653077504,https://twitter.com/bernamaradio/status/1273041914653077504
2020-06-16 23:56:33,kerrsutherland,,0,0,1,"UPDATE 1-COVID-19 Spikes in Arizona, Texas and Florida; Church Linked to Oregon Outbreak | http://Newsmax.com https://www.newsmax.com/headline/virus-surge-spike-florida/2020/06/16/id/972514/?ns_mail_uid=723b3ab1-c4df-4a26-8454-2aa2e00b9834&amp;ns_mail_job=DM121761_06162020&amp;s=acs&amp;dkt_nbr=0101028kveyj via @Newsmax",,@newsmax,,1273041805425156096,https://twitter.com/kerrsutherland/status/1273041805425156096
2020-06-16 23:56:12,Nick_Tripoli,GregAbbott_TX,1,1,16,"Step aside, Greg. It’s time to defer to the grownups in the room. Let the mayors and county commissioners in our state handle this. You have failed miserably. #GregAbbott #Texas #TexasCOVID #COVID19 #COVID",,,#GregAbbott #Texas #TexasCOVID #COVID19 #COVID,1273041720482107394,https://twitter.com/Nick_Tripoli/status/1273041720482107394
2020-06-16 23:56:10,Robertson1221,kimbers671,1,0,1,"Cuomo is a real leader. New York does not have spiking of Covid cases going on like Florida and Texas. And he can lift a glass of water to his mouth with one hand.",,,,1273041712324190215,https://twitter.com/Robertson1221/status/1273041712324190215
2020-06-16 23:56:05,DestinationCAFR,,0,1,0,"Notre dernier Rapport sur les conséquences de la COVID-19 et la reprise du marché aux États-Unis indique que le Michigan, la Californie, l’Ohio, l’Illinois et le Texas sont passés à la phase des #voyages régionaux. En savoir plus sur les données du pays : https://ca-na-da.com/2zzR9kF",,,#voyages,1273041689188405248,https://twitter.com/DestinationCAFR/status/1273041689188405248
