,id,text,date,retweets,favorites,mentions,hashtags,geo,region
0,1300221746050727936,,2020-08-30 23:59:55+00:00,2,2,,,,Harlingen
1,1300221708549394435,,2020-08-30 23:59:46+00:00,7,8,,,,Harlingen
2,1300220923065368584,,2020-08-30 23:56:39+00:00,0,0,,,,Harlingen
3,1300219764267196416,,2020-08-30 23:52:03+00:00,0,0,,,,Harlingen
4,1300219531609149440,,2020-08-30 23:51:07+00:00,0,2,,,,Harlingen
5,1300219469340565506,,2020-08-30 23:50:53+00:00,0,4,,,,Harlingen
6,1300219224426721281,,2020-08-30 23:49:54+00:00,0,0,,,,Harlingen
7,1300219057766043657,,2020-08-30 23:49:14+00:00,0,0,,,,Harlingen
8,1300218886542036993,,2020-08-30 23:48:34+00:00,0,0,,,,Harlingen
9,1300218779641798656,,2020-08-30 23:48:08+00:00,0,0,,,,Harlingen
10,1300218595306340352,,2020-08-30 23:47:24+00:00,0,0,,,,Harlingen
11,1300218419514667012,Amazing work bro!! Y’all hit him up for a good detail! ,2020-08-30 23:46:42+00:00,2,5,,,,Harlingen
12,1300218123153440769,So the end will justify the means ... correct ?,2020-08-30 23:45:32+00:00,0,0,,,,Harlingen
13,1300214448024682496,I’m a crybaby I will literally cry just because I’m annoyed I hate it,2020-08-30 23:30:55+00:00,4,9,,,,Harlingen
14,1300213421892423682,@chloexhalle omg! #mtvvma,2020-08-30 23:26:51+00:00,0,0,@chloexhalle,#mtvvma #mtvvma,,Harlingen
15,1300212551435857923,Y’all! I had a good day today ,2020-08-30 23:23:23+00:00,0,1,,,,Harlingen
16,1300212514765107203,Bruh netaaaaa... People living paycheck to paycheck forget that some of us actually know how to save. SMH lol,2020-08-30 23:23:14+00:00,0,1,,,,Harlingen
17,1300212513729110016,ik ,2020-08-30 23:23:14+00:00,0,0,,,,Harlingen
18,1300211935221346309,Wouldn't wish this on my worst enemy,2020-08-30 23:20:56+00:00,0,1,,,,Harlingen
19,1300211062835421186,"Weird take.. I know a person... who has... hurt... people ... an O.G, so to speak... He honestly believes this kid has killed people before. Straight up said, that his demeanor, & everything in the the videos brought him to that conclusion",2020-08-30 23:17:28+00:00,0,1,,,,Harlingen
20,1300210725349208066,@ChrisO2_ My brother just ran into my room overly excited telling me you had a conversation with him over discord! We got attacked by a pitbull last night and he’s been on edge and shaken up about it. Thank you for making his day! You are the best! ,2020-08-30 23:16:08+00:00,0,1,@ChrisO2_,,,Harlingen
21,1300210704595722240,Here we go,2020-08-30 23:16:03+00:00,0,0,,,,Harlingen
22,1300210213522411520,People think that I can splurge the way I do because of stimulus checks & unemployment... lol.. Bros... if yall played your cards right... you could have had well over 20k in your accounts when oil dropped too.. I made too much to qualify for stimulus ,2020-08-30 23:14:06+00:00,0,1,,,,Harlingen
23,1300209437693677570,I just launched my new website!!! I worked so hard on all these products and I hope they bring you som joy! Come check us out!! Use code RIVER15 for 15 percent off your first purchase! https://rivervalleydesignsrgv.myshopify.com,2020-08-30 23:11:01+00:00,3,9,,,,Harlingen
24,1300208350102200321,Seriously and I think alcohol is making me more dehydrated lol,2020-08-30 23:06:42+00:00,0,1,,,,Harlingen
25,1300208038251556868,Bro me too. So grateful for the privilege to make final prayer for a regional convention. I wept the whole time tho lol,2020-08-30 23:05:27+00:00,0,3,,,,Harlingen
26,1300205600282939392,Here we gooooo....,2020-08-30 22:55:46+00:00,0,0,,,,Harlingen
